,code,Indent,text,othersFound,generality
19776,6702.90.65.00,3,Other,0,Low
19777,6703,0,"Human hair, dressed, thinned, bleached or otherwise worked; wool or other animal hair or other textile materials, prepared for use in making wigs or the like:",0,Medium
19778,6703.00.30.00,1,Human hair,1,specific
19779,6703.00.60.00,1,Other,0,Low
19780,6704,0,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair or of textile materials; articles of human hair not elsewhere specified or included:",1,specific
19781,,1,Of synthetic textile materials:,1,specific
19782,6704.11.00.00,2,Complete wigs,1,specific
19783,6704.19.00.00,2,Other,0,Low
19784,6704.20.00.00,1,Of human hair,1,specific
19785,6704.90.00.00,1,Of other materials,0,Low
19786,6801.00.00.00,0,"Setts, curbstones and flagstones, of natural stone (except slate)",1,specific
19787,6802,0,"Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially colored granules, chippings and powder, of natural stone (including slate):",0,Low
19788,6802.10.00.00,1,"Tiles, cubes and similar articles, whether or not rectangular (including square), the largest face of which is capable of being enclosed in a square the side of which is less than 7 cm; artificially colored granules, chippings and powder",1,specific
19789,,1,"Other monumental or building stone and articles thereof, simply cut or sawn, with a flat or even surface:",0,Low
19790,6802.21,2,"Marble, travertine and alabaster:",1,specific
19791,6802.21.10.00,3,Travertine,1,specific
19792,6802.21.50.00,3,Other,0,Low
19793,6802.23.00.00,2,Granite,1,specific
19794,6802.29,2,Other stone:,0,Low
19795,6802.29.10.00,3,"Calcareous stone, other than marble, travertine or alabaster",0,Low
19796,6802.29.90.00,3,Other,0,Low
19797,,1,Other:,0,Low
19798,6802.91,2,"Marble, travertine and alabaster:",1,specific
19799,,3,Marble:,1,specific
19800,6802.91.05.00,4,Slabs,1,specific
19801,6802.91.15.00,4,Other,0,Low
19802,,3,Travertine:,1,specific
19803,6802.91.20.00,4,"Articles of subheading 6802.21.10 that have been dressed or polished, but not further worked",1,specific
19804,6802.91.25.00,4,Other,0,Low
19805,6802.91.30.00,3,Alabaster,1,specific
19806,6802.92.00.00,2,Other calcareous stone,0,Low
19807,6802.93.00,2,Granite,1,specific
19808,6802.93.00.10,3,"Articles for monumental or building purposes of subheading 6802.23.00, not cut to size, with only one face surface-worked more than simply cut or sawn",1,specific
19809,,3,"Articles for monumental or building purposes of subheading 6802.23.00, cut to size, with one or more faces or edges surface-worked more than simply cut or sawn:",1,specific
19810,6802.93.00.20,4,With a maximum thickness of 1.5 cm,1,specific
19811,6802.93.00.25,4,With a maximum thickness greater than 1.5 cm but not greater than 7.5 cm,1,specific
19812,,4,With a maximum thickness greater than 7.5 cm:,1,specific
19813,6802.93.00.35,5,"Monuments, bases and markers",1,specific
19814,6802.93.00.60,5,Other,0,Low
19815,6802.93.00.90,3,Other,0,Low
19816,6802.99.00,2,Other stone,0,Low
19817,6802.99.00.30,3,"Monuments, bases and markers",1,specific
19818,6802.99.00.60,3,Other,0,Low
19819,6803,0,Worked slate and articles of slate or of agglomerated slate:,1,specific
19820,6803.00.10.00,1,Roofing slate,1,specific
19821,6803.00.50.00,1,Other,0,Low
19822,6804,0,"Millstones, grindstones, grinding wheels and the like, without frameworks, for grinding, sharpening, polishing, trueing or cutting, hand sharpening or polishing stones, and parts thereof, of natural stone, of agglomerated natural or artificial abrasives, or of ceramics, with or without parts of other materials:",0,Low
19823,6804.10.00.00,1,"Millstones and grindstones for milling, grinding or pulping",1,specific
19824,,1,"Other millstones, grindstones, grinding wheels and the like:",0,Low
19825,6804.21.00,2,Of agglomerated synthetic or natural diamond,1,specific
19826,6804.21.00.10,3,"Segments for circular sawblades, consisting of diamond agglomerated with metal",1,specific
19827,6804.21.00.20,3,"Articles consisting of a continuous rim segment of diamond agglomerated with metal, attached to circular plates of steel (whether or not attached to non-steel plates)",1,specific
19828,6804.21.00.30,3,"Articles consisting of multiple segments of diamond agglomerated with metal, attached to circular plates of steel, without cutting parts (whether or not attached to non-steel plates)",1,specific
19829,6804.21.00.90,3,Other,0,Low
19830,6804.22,2,Of other agglomerated abrasives or of ceramics:,0,Low
19831,6804.22.10.00,3,Bonded with synthetic resins,1,specific
19832,,3,Other:,0,Low
19833,6804.22.40.00,4,Abrasive wheels,1,specific
19834,6804.22.60.00,4,Other,0,Low
19835,6804.23.00.00,2,Of natural stone,1,specific
19836,6804.30.00.00,1,Hand sharpening or polishing stones,1,specific
19837,6805,0,"Natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to shape or sewn or otherwise made up:",0,Low
19838,6805.10.00.00,1,On a base of woven textile fabric only,1,specific
19839,6805.20.00.00,1,On a base of paper or paperboard only,1,specific
19840,6805.3,1,On a base of other materials:,0,Low
19841,6805.30.10.00,2,"Articles wholly or partly coated with abrasives, in the form of sheets, strips, disks, belts, sleeves or similar forms",1,specific
19842,6805.30.50.00,2,Other,0,Low
19843,6806,0,"Slag wool, rock wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials; mixtures and articles of heat-insulating, sound-insulating or sound-absorbing mineral materials, other than those of heading 6811 or 6812, or of chapter 69:",0,Low
19844,6806.10.00,1,"Slag wool, rock wool and similar mineral wools (including intermixtures thereof), in bulk, sheets or rolls",1,specific
19845,6806.10.00.10,2,Accoustical pads and boards,1,specific
19846,,2,Other:,0,Low
19847,6806.10.00.20,3,"Batts, not exceeding 61 cm in width",1,specific
19848,6806.10.00.40,3,"Batts, exceeding 61 cm in width",1,specific
19849,6806.10.00.60,3,Pipe coverings,1,specific
19850,6806.10.00.90,3,Other,0,Low
19851,6806.20.00.00,1,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials (including intermixtures thereof)",1,specific
19852,6806.90.00,1,Other,0,Low
19853,6806.90.00.10,2,Accoustical pads and boards,1,specific
19854,,2,Other:,0,Low
19855,6806.90.00.20,3,Of molded calcium silicate,1,specific
19856,6806.90.00.90,3,Other,0,Low
19857,6807,0,"Articles of asphalt or of similar material (for example, petroleum bitumen or coal tar pitch):",1,specific
19858,6807.10.00.00,1,In rolls,1,specific
19859,6807.90.00,1,Other,0,Low
19860,6807.90.00.10,2,Articles of a kind used for roofing or siding,1,specific
19861,6807.90.00.50,2,Other,0,Low
19862,6808.00.00.00,0,"Panels, boards, tiles, blocks and similar articles of vegetable fiber, of straw or of shavings, chips, particles, sawdust or other waste, of wood, agglomerated with cement, plaster or other mineral binders",0,Medium
19863,6809,0,Articles of plaster or of compositions based on plaster:,1,specific
19864,,1,"Boards, sheets, panels, tiles and similar articles, not ornamented:",1,specific
19865,6809.11.00,2,Faced or reinforced with paper or paperboard only,1,specific
19866,6809.11.00.10,3,Of gypsum plaster,1,specific
19867,6809.11.00.80,3,Other,0,Low
19868,6809.19.00.00,2,Other,0,Low
19869,6809.90.00.00,1,Other articles,0,Low
19870,6810,0,"Articles of cement, of concrete or of artificial stone, whether or not reinforced:",1,specific
19871,,1,"Tiles, flagstones, bricks and similar articles:",1,specific
19872,6810.11.00,2,Building blocks and bricks,1,specific
19873,6810.11.00.10,3,"Containing by weight more than 70 percent magnesia, expressed as MgO, with carbon content ranging from trace amounts to less than 30 percent, and chemically bonded by resin or pitch",1,specific
19874,6810.11.00.70,3,Other,0,Low
19875,6810.19,2,Other:,0,Low
19876,,3,Floor and wall tiles:,1,specific
19877,6810.19.12.00,4,Of stone agglomerated with binders other than cement,0,Low
19878,6810.19.14.00,4,Other,0,Low
19879,6810.19.50.00,3,Other,0,Low
19880,,1,Other articles:,0,Low
19881,6810.91.00.00,2,Prefabricated structural components for building or civil engineering,1,specific
19882,6810.99.00,2,Other,0,Low
19883,6810.99.00.10,3,Agglomerated quartz slabs of the type used for countertops,1,specific
19884,6810.99.00.80,3,Other,0,Low
19885,6811,0,"Articles of asbestos-cement, of cellulose fiber-cement or the like:",1,specific
19886,6811.40.00.00,1,Containing asbestos,1,specific
19887,,1,Not containing asbestos:,1,specific
19888,6811.81.00.00,2,Corrugated sheets,1,specific
19889,6811.82.00.00,2,"Other sheets, panels, tiles and similar articles",0,Low
19890,6811.89,2,Other articles:,0,Low
19891,6811.89.10.00,3,"Tubes, pipes and tube or pipe fittings",1,specific
19892,6811.89.90.00,3,Other articles,0,Low
19893,6812,0,"Fabricated asbestos fibers; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate; articles of such mixtures or of asbestos (for example, thread, woven fabric, clothing, headgear, footwear, gaskets), whether or not reinforced, other than goods of heading 6811 or 6813:",0,Low
19894,6812.8,1,Of crocidolite:,1,specific
19895,6812.80.10.00,2,Footwear,1,specific
19896,6812.80.90.00,2,Other,0,Low
19897,,1,Other:,0,Low
19898,,2,"Clothing, clothing accessories, footwear and headgear:",1,specific
19899,6812.91.10.00,3,Footwear,1,specific
19900,6812.91.90.00,3,Other,0,Low
19901,6812.99,1,Other:,0,Low
19902,,2,Other:,0,Low
19903,6812.99.10.00,3,"Paper, millboard and felt",1,specific
19904,6812.99.20.00,3,"Compressed asbestos fiber jointing, in sheets or rolls",1,specific
19905,6812.99.90.00,3,Other,0,Low
19906,6813,0,"Friction material and articles thereof (for example, sheets, rolls, strips, segments, discs, washers, pads), not mounted, for brakes, for clutches or the like, with a basis of asbestos, of other mineral substances or of cellulose, whether or not combined with textile or other materials:",0,Medium
19907,6813.20.00,1,Containing asbestos,1,specific
19908,,2,Brake linings and pads:,1,specific
19909,6813.20.00.10,3,Articles for use in civil aircraft,1,specific
19910,6813.20.00.15,3,Other,0,Low
19911,,2,Other:,0,Low
19912,6813.20.00.20,3,Articles for use in civil aircraft:,1,specific
19913,6813.20.00.25,3,Other,0,Low
19914,,1,Not containing asbestos:,1,specific
19915,6813.81.00,2,Brake linings and pads,1,specific
19916,6813.81.00.10,3,"Articles for use in civil aircraft, with a basis of mineral substances",1,specific
19917,6813.81.00.50,3,Other,0,Low
19918,6813.89.00,2,Other,0,Low
19919,6813.89.00.10,3,"Articles for use in civil aircraft, with a basis of mineral substances",1,specific
19920,6813.89.00.50,3,Other,0,Low
19921,6814,0,"Worked mica and articles of mica, including agglomerated or reconstituted mica, whether or not on a support of paper, paperboard or other materials:",0,Low
19922,6814.10.00.00,1,"Plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support",1,specific
19923,6814.90.00.00,1,Other,0,Low
19924,6815,0,"Articles of stone or of other mineral substances (including carbon fibers, articles of carbon fibers and articles of peat), not elsewhere specified or included:",0,Low
19925,,1,Carbon fibers; articles of carbon fibers for non-electrical uses; other articles of graphite or other carbon for non-electrical uses:,0,Medium
19926,6815.11.00.00,2,Carbon fibers,1,specific
19927,6815.12.00.00,2,Fabrics of carbon fibers,1,specific
19928,6815.13.00.00,2,Other articles of carbon fibers,0,Low
19929,6815.19.00.00,2,Other,0,Low
19930,6815.20.00.00,1,Articles of peat,1,specific
19931,,1,Other articles:,0,Low
19932,6815.91.00,2,"Containing magnesite, magnesia in the form of periclase, dolomite including in the form of dolime, or chromite",1,specific
19933,6815.91.00.11,3,"Containing by weight more than 70 percent magnesia, expressed as MgO, with carbon content ranging from trace amounts to less than 30 percent, and chemically bonded by resin or pitch",1,specific
19934,6815.91.00.71,3,Other,0,Low
19935,6815.99,2,Other:,0,Low
19936,6815.99.20.00,3,"Talc, steatite and soapstone, cut or sawed, or in blanks, crayons, cubes, disks or other forms",0,Low
19937,6815.99.41,3,Other,0,Low
19938,6815.99.41.10,4,"Containing by weight more than 70 percent magnesia, expressed as MgO, with carbon content ranging from trace amounts to less than 30 percent, and chemically bonded by resin or pitch",1,specific
19939,6815.99.41.70,4,Other,0,Low
19940,,3,"I. GOODS OF SILICEOUS FOSSIL MEALS OR OF SIMILAR SILICEOUS EARTHS, AND REFRACTORY GOODS",1,specific
19941,6901.00.00.00,0,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (for example, kieselguhr, tripolite or diatomite) or of similar siliceous earths",0,Low
19942,6902,0,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than those of siliceous fossil meals or similar siliceous earths:",0,Low
19943,6902.1,1,"Containing by weight, singly or together, more than 50 percent of the elements magnesium, calcium or chromium, expressed as MgO, CaO or Cr2O3:",1,specific
19944,6902.10.10.00,2,Magnesite bricks,1,specific
19945,6902.10.50.00,2,Other,0,Low
19946,6902.2,1,"Containing by weight more than 50 percent of alumina (Al2O3), of silica (SiO2) or of a mixture or compound of these products:",1,specific
19947,6902.20.10,2,Bricks,1,specific
19948,6902.20.10.10,3,Alumina,1,specific
19949,6902.20.10.20,3,Other,0,Low
19950,6902.20.50,2,Other,0,Low
19951,6902.20.50.10,3,Alumina,1,specific
19952,6902.20.50.20,3,Other,0,Low
19953,6902.9,1,Other:,0,Low
19954,6902.90.10,2,Bricks,1,specific
19955,6902.90.10.10,3,Clay,1,specific
19956,6902.90.10.20,3,Other,0,Low
19957,6902.90.50,2,Other,0,Low
19958,6902.90.50.10,3,Clay,1,specific
19959,6902.90.50.20,3,Other,0,Low
19960,6903,0,"Other refractory ceramic goods (for example, retorts, crucibles, muffles, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods and slide gates), other than those of siliceous fossil meals or of similar siliceous earths:",0,Medium
19961,6903.10.00.00,1,Containing by weight more than 50 percent of free carbon,1,specific
19962,6903.20.00.00,1,Containing by weight more than 50 percent of alumina (Al2O3) or of a mixture or compound of alumina and of silica (SiO2),1,specific
19963,6903.90.00,1,Other,0,Low
19964,6903.90.00.10,2,Of clay,1,specific
19965,6903.90.00.50,2,Other,0,Low
19966,,1,II. OTHER CERAMIC PRODUCTS:,0,Low
19967,6904,0,"Ceramic building bricks, flooring blocks, support or filler tiles and the like:",1,specific
19968,6904.10.00,1,Building bricks,1,specific
19969,,2,Solid bricks:,1,specific
19970,6904.10.00.10,3,Heat insulating,1,specific
19971,6904.10.00.20,3,Other,0,Low
19972,,2,Hollow bricks:,1,specific
19973,6904.10.00.30,3,Heat insulating,1,specific
19974,6904.10.00.40,3,Other,0,Low
19975,6904.90.00.00,1,Other,0,Low
19976,6905,0,"Roofing tiles, chimney pots, cowls, chimney liners, architectural ornaments and other ceramic constructional goods:",0,Low
19977,6905.10.00.00,1,Roofing tiles,1,specific
19978,6905.90.00,1,Other,0,Low
19979,6905.90.00.10,2,Heat insulating,1,specific
19980,6905.90.00.50,2,Other,0,Low
19981,6906.00.00.00,0,"Ceramic pipes, conduits, guttering and pipe fittings",1,specific
19982,6907,0,"Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like, whether or not on a backing; finishing ceramics:",1,specific
19983,,1,"Flags and paving, hearth or wall tiles, other than those of subheading 6907.30 and 6907.40:",0,Low
19984,6907.21,2,Of a water absorption coefficient by weight not exceeding 0.5%:,1,specific
19985,6907.21.10,3,Unglazed,1,specific
19986,6907.21.10.05,4,"Tiles, whether or not rectangular, the largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm",1,specific
19987,,4,Other:,0,Low
19988,6907.21.10.11,5,"Tiles, the largest surface area of which is capable of being enclosed in a square the side of which is 30 cm or less",1,specific
19989,6907.21.10.51,5,Other,0,Low
19990,,3,Glazed:,1,specific
19991,,4,The largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm:,1,specific
19992,6907.21.20.00,5,"Having not over 3229 tiles per square meter, most of which have faces bounded entirely by straight lines",1,specific
19993,,5,Other:,0,Low
19994,6907.21.30.00,6,The largest surface area of which is less than 38.7 cm2,1,specific
19995,6907.21.40.00,6,Other,0,Low
19996,6907.21.90,4,Other,0,Low
19997,6907.21.90.11,5,"Tiles, the largest surface area of which is capable of being enclosed in a square the side of which is 30 cm or less",1,specific
19998,6907.21.90.51,5,Other,0,Low
19999,6907.22,2,Of water absorption coefficient by weight exceeding 0.5 percent but not exceeding 10 percent:,1,specific
20000,6907.22.10,3,Unglazed,1,specific
20001,6907.22.10.05,4,"Tiles, whether or not rectangular, the largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm",1,specific
20002,,4,Other:,0,Low
20003,6907.22.10.11,5,"Tiles, the largest surface area of which is capable of being enclosed in a square the side of which is 30 cm or less",1,specific
20004,6907.22.10.51,5,Other,0,Low
20005,,3,Glazed:,1,specific
20006,,4,The largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm:,1,specific
20007,6907.22.20.00,5,"Having not over 3229 tiles per square meter, most of which have faces bounded entirely by straight lines",1,specific
20008,,5,Other:,0,Low
20009,6907.22.30.00,6,The largest surface area of which is less than 38.7 cm2,1,specific
20010,6907.22.40.00,6,Other,0,Low
20011,6907.22.90,4,Other,0,Low
20012,6907.22.90.11,5,"Tiles, the largest surface area of which is capable of being enclosed in a square the side of which is 30 cm or less",1,specific
20013,6907.22.90.51,5,Other,0,Low
20014,6907.23,2,Of a water absorption coefficient by weight exceeding 10 percent:,1,specific
20015,6907.23.10,3,Unglazed,1,specific
20016,6907.23.10.05,4,"Tiles, whether or not rectangular, the largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm",1,specific
20017,,4,Other:,0,Low
20018,6907.23.10.11,5,"Tiles, the largest surface area of which is capable of being enclosed in a square the side of which is 30 cm or less",1,specific
20019,6907.23.10.51,5,Other,0,Low
20020,,3,Glazed:,1,specific
20021,,4,The largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm:,1,specific
20022,6907.23.20.00,5,"Having not over 3229 tiles per square meter, most of which have faces bounded entirely by straight lines",1,specific
20023,,5,Other:,0,Low
20024,6907.23.30.00,6,The largest surface area of which is less than 38.7 cm2,1,specific
20025,6907.23.40.00,6,Other,0,Low
20026,6907.23.90,4,Other,0,Low
20027,6907.23.90.11,5,"Tiles, the largest surface area of which is capable of being enclosed in a square the side of which is 30 cm or less",1,specific
20028,6907.23.90.51,5,Other,0,Low
20029,6907.3,1,"Mosaic cubes and the like, other than those of subheading 6907.40:",0,Low
20030,6907.30.10,2,Unglazed,1,specific
20031,6907.30.10.05,3,"Cubes and the like, whether or not rectangular, the largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm",1,specific
20032,,3,Other:,0,Low
20033,6907.30.10.11,4,"Cubes and the like, the largest surface area of which is capable of being enclosed in a square the side of which is 30cm or less",1,specific
20034,6907.30.10.51,4,Other,0,Low
20035,,2,Glazed:,1,specific
20036,,3,The largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm:,1,specific
20037,6907.30.20.00,4,"Having not over 3229 cubes per square meter, most of which have straight lines",1,specific
20038,,4,Other:,0,Low
20039,6907.30.30.00,5,The largest surface area of which is less than 38.7 cm2,1,specific
20040,6907.30.40.00,5,Other,0,Low
20041,6907.30.90,3,Other,0,Low
20042,6907.30.90.11,4,"Cubes and the like, the largest surface area of which is capable of being enclosed in a square the side of which is 30 cm or less",1,specific
20043,6907.30.90.51,4,Other,0,Low
20044,6907.4,1,Finishing ceramics:,1,specific
20045,6907.40.10,2,Unglazed,1,specific
20046,6907.40.10.05,3,"Finishing ceramics, whether or not rectangular, the largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm:",1,specific
20047,,3,Other:,0,Low
20048,6907.40.10.11,4,"Finishing ceramics, the largest surface area of which is capable of being enclosed in a square the side of which is 30 cm or less",1,specific
20049,6907.40.10.51,4,Other,0,Low
20050,,2,Glazed:,1,specific
20051,,3,The largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm:,1,specific
20052,6907.40.20.00,4,"Having not over 3229 finishing ceramics per square meter, most of which have faces bounded entirely by straight lines",1,specific
20053,,4,Other:,0,Low
20054,6907.40.30.00,5,The largest surface area of which is less than 38.7 cm2,1,specific
20055,6907.40.40.00,5,Other,0,Low
20056,6907.40.90,3,Other,0,Low
20057,6907.40.90.11,4,"Finishing ceramics, the largest surface area of which is capable of being enclosed in a square the side of which is 30 cm or less",1,specific
20058,6907.40.90.51,4,Other,0,Low
20059,6909,0,"Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, jars and similar articles of a kind used for the conveyance or packing of goods:",0,Low
20060,,1,"Ceramic wares for laboratory, chemical or other technical uses:",0,Low
20061,6909.11,2,Of porcelain or china:,1,specific
20062,6909.11.20.00,3,Machinery parts,1,specific
20063,6909.11.40.00,3,Other,0,Low
20064,6909.12.00.00,2,Articles having a hardness equivalent to 9 or more on the Mohs scale,1,specific
20065,6909.19,2,Other:,0,Low
20066,6909.19.10.00,3,Ferrite core memories,1,specific
20067,6909.19.50,3,Other,0,Low
20068,6909.19.50.10,4,Ceramic bearings,1,specific
20069,6909.19.50.95,4,Other,0,Low
20070,6909.90.00.00,1,Other,0,Low
20071,6910,0,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet bowls, flush tanks, urinals and similar sanitary fixtures:",1,specific
20072,6910.10.00,1,Of porcelain or china,1,specific
20073,6910.10.00.05,2,"Water closet bowls, flushometer type",1,specific
20074,6910.10.00.10,2,"Water closet bowls with tanks, in one piece",1,specific
20075,6910.10.00.15,2,Flush tanks,1,specific
20076,6910.10.00.20,2,Other water closet bowls,0,Low
20077,6910.10.00.30,2,Sinks and lavatories,1,specific
20078,6910.10.00.50,2,Other,0,Low
20079,6910.90.00.00,1,Other,0,Low
20080,6911,0,"Tableware, kitchenware, other household articles and toilet articles, of porcelain or china:",0,Low
20081,6911.1,1,Tableware and kitchenware:,1,specific
20082,6911.10.10.00,2,Hotel or restaurant ware and other ware not household ware,0,Low
20083,,2,Other:,0,Low
20084,,3,Of bone chinaware:,1,specific
20085,6911.10.15.00,4,Valued not over $31.50 per dozen pieces,1,specific
20086,6911.10.25.00,4,Other,0,Low
20087,,3,Other:,0,Low
20088,,4,Available in specified sets:,1,specific
20089,6911.10.35,5,In any pattern for which the aggregate value of the articles listed in additional U.S. note 6(b) of this chapter is not over $56,1,specific
20090,6911.10.35.10,6,"Plates not over 27.9 cm in maximum dimension; teacups and saucers; mugs; soups, fruits and cereals, the foregoing not over 22.9 cm in maximum dimension",1,specific
20091,6911.10.35.50,6,Other,0,Low
20092,,5,In any pattern for which the aggregate value of the articles listed in additional U.S. note 6(b) of this chapter is over $56:,1,specific
20093,6911.10.37,6,Aggregate value not over $200,1,specific
20094,6911.10.37.10,7,"Plates not over 27.9 cm in maximum dimension, teacups and saucers; mugs; soups, fruits and cereals, the foregoing not over 22.9 cm in maximum dimension",1,specific
20095,6911.10.37.50,7,Other,0,Low
20096,6911.10.38,6,Aggregate value over $200,1,specific
20097,6911.10.38.10,7,"Plates not over 27.9 cm in maximum dimension; teacups and saucers; mugs; soups, fruits and cereals, the foregoing not over 22.9 cm in maximum dimension",1,specific
20098,6911.10.38.50,7,Other,0,Low
20099,,4,Other:,0,Low
20100,6911.10.41.00,5,"Steins with permanently attached pewter lids, candy boxes, decanters, punch bowls, pretzel dishes, tidbit dishes, tiered servers, bonbon dishes, egg cups, spoons and spoon rests, oil and vinegar sets, tumblers and salt and pepper shaker sets",1,specific
20101,6911.10.45.00,5,Mugs and other steins,0,Low
20102,6911.10.52.00,5,"Cups valued over $8 but not over $29 per dozen; saucers valued over $5.25 but not over $18.75 per dozen; soups, oatmeals and cereals valued over $9.30 but not over $33 per dozen; plates not over 22.9 cm in maximum diameter and valued over $8.50 but not over $31 per dozen; plates over 22.9 but not over 27.9 cm in maximum diameter and valued over $11.50 but not over $41 per dozen; platters or chop dishes valued over $40 but not over $143 per dozen; sugars valued over $23 but not over $85 per dozen; creamers valued over $20 but not over $75 per dozen; and beverage servers valued over $50 but not over $180 per dozen",1,specific
20103,6911.10.58.00,5,"Cups valued over $29 per dozen; saucers valued over $18.75 per dozen; soups, oatmeals and cereals valued over $33 per dozen; plates not over 22.9 cm in maximum diameter and valued over $31 per dozen; plates over 22.9 but not over 27.9 cm in maximum diameter and valued over $41 per dozen; platters or chop dishes valued over $143 per dozen; sugars valued over $85 per dozen; creamers valued over $75 per dozen; and beverage servers valued over $180 per dozen",1,specific
20104,6911.10.60.00,5,Serviette rings,1,specific
20105,6911.10.80,5,Other,0,Low
20106,6911.10.80.10,6,Suitable for food or drink contact,1,specific
20107,6911.10.80.90,6,Other,0,Low
20108,6911.90.00,1,Other,0,Low
20109,6911.90.00.10,2,Toilet articles,1,specific
20110,6911.90.00.50,2,Other,0,Low
20111,6912,0,"Ceramic tableware, kitchenware, other household articles and toilet articles, other than of porcelain or china:",0,Medium
20112,,1,Tableware and kitchenware:,1,specific
20113,6912.00.10.00,2,"Of coarse-grained earthenware, or of coarse- grained stoneware; of fine-grained earthenware, whether or not decorated, having a reddish-colored body and a lustrous glaze which, on teapots, may be any color, but which, on other articles, must be mottled, streaked or solidly colored brown to black with metallic oxide or salt",0,Low
20114,,2,Other:,0,Low
20115,6912.00.20.00,3,Hotel or restaurant ware and other ware not household ware,0,Low
20116,,3,Other:,0,Low
20117,,4,Available in specified sets:,1,specific
20118,6912.00.35,5,In any pattern for which the aggregate value of the articles listed in additional U.S. note 6(b) of this chapter is not over $38,1,specific
20119,6912.00.35.10,6,"Plates not over 27.9 cm in maximum dimension; teacups and saucers; mugs; soups, fruits and cereals, the foregoing not over 22.9 cm in maximum dimension",1,specific
20120,6912.00.35.50,6,Other,0,Low
20121,6912.00.39,5,In any pattern for which the aggregate value of the articles listed in additional U.S. note 6(b) of this chapter is over $38,1,specific
20122,6912.00.39.10,6,"Plates not over 27.9 cm in maximum dimension; teacups and saucers; mugs; soups, fruits and cereals, the foregoing not over 22.9 cm in maximum dimension",1,specific
20123,6912.00.39.50,6,Other,0,Low
20124,,4,Other:,0,Low
20125,6912.00.41.00,5,"Steins with permanently attached pewter lids; candy boxes, decanters, punch bowls, pretzel dishes, tidbit dishes, tiered servers, bonbon dishes, egg cups, spoons and spoon rests, oil and vinegar sets, tumblers and salt and pepper shaker sets",1,specific
20126,6912.00.44.00,5,Mugs and other steins,0,Low
20127,6912.00.45.00,5,"Cups valued over $5.25 per dozen; saucers valued over $3 per dozen; soups, oatmeals and cereals valued over $6 per dozen; plates not over 22.9 cm in maximum diameter and valued over $6 per dozen; plates over 22.9 but not over 27.9 cm in maximum diameter and valued over $8.50 per dozen; platters or chop dishes valued over $35 per dozen; sugars valued over $21 per dozen; creamers valued over $15 per dozen; and beverage servers valued over $42 per dozen",1,specific
20128,6912.00.46.00,5,Serviette rings,1,specific
20129,6912.00.48,5,Other,0,Low
20130,6912.00.48.10,6,Suitable for food or drink contact,1,specific
20131,6912.00.48.90,6,Other,0,Low
20132,6912.00.50.00,1,Other,0,Low
20133,6913,0,Statuettes and other ornamental ceramic articles:,0,Low
20134,6913.1,1,Of porcelain or china:,1,specific
20135,6913.10.10.00,2,"Statues, statuettes and handmade flowers, valued over $2.50 each and produced by professional sculptors or directly from molds made from original models produced by professional sculptors",1,specific
20136,,2,Other:,0,Low
20137,6913.10.20.00,3,Of bone chinaware,1,specific
20138,6913.10.50.00,3,Other,0,Low
20139,6913.9,1,Other:,0,Low
20140,6913.90.10.00,2,"Statues, statuettes and handmade flowers, valued over $2.50 each and produced by professional sculptors or directly from molds made from original models produced by professional sculptors",1,specific
20141,,2,Other:,0,Low
20142,6913.90.20.00,3,Of ceramic tile,1,specific
20143,6913.90.30.00,3,"Of earthenware, whether or not decorated, having a reddish-colored body and a lustrous glaze, and mottled, streaked or solidly colored brown to black with metallic oxide or salt",1,specific
20144,6913.90.50.00,3,Other,0,Low
20145,6914,0,Other ceramic articles:,0,Low
20146,6914.1,1,Of porcelain or china:,1,specific
20147,6914.10.40.00,2,"Ceramic ferrules of porcelain or china, not exceeding 3 mm in diameter or 25 mm in length, having a fiber channel opening and/or ceramic mating sleeves of alumina or zirconia",1,specific
20148,6914.10.80.00,2,Other,0,Low
20149,6914.9,1,Other:,0,Low
